370,Harsh Trivedi,14,Female,921,Abhi Kori,Funk,2024-03-04
371,Anya Vyas,17,Female,915,Kosha Patel,Hip-Hop,2024-03-05
372,Riya Patel,5,Male,939,Avinash Kori,Lyrical,2024-03-06
373,Kiran Gohil,7,Female,936,Ganesh Katara,Classical,2024-03-07
374,Rahil Naik,6,Male,890,Karishma Patel,Contemporary,2024-03-08
375,Darshan Joshi,6,Male,808,Vilas More,Wacking,2024-03-09
376,Mayur Joshi,8,Female,936,Abhi Kori,Contemporary,2024-03-10
377,Rinkle Thakkar,13,Female,937,Vilas More,Wacking,2024-03-11
378,Dev Solanki,6,Male,885,Kosha Patel,Urban,2024-03-12
379,Riya Gohil,7,Male,808,Karishma Patel,Contemporary,2024-03-13
380,Riya Pandya,12,Female,816,Kosha Patel,Wacking,2024-03-14
381,Darshan Patel,10,Male,912,Karishma Patel,Bollywood,2024-03-15
382,Hemal Solanki,14,Male,1000,Vilas More,Lyrical,2024-03-16
383,Mayur Pandya,10,Female,994,Avinash Kori,Classical,2024-03-17
384,Parth Bhatt,15,Male,831,Kosha Patel,Urban,2024-03-18
385,Ishita Shah,16,Male,986,Vilas More,Urban,2024-03-19
386,Anya Solanki,10,Female,827,Abhi Kori,Krump,2024-03-20
387,Vivaan Naik,15,Female,813,Abhi Kori,Bollywood,2024-03-21
388,Dev Dave,10,Female,943,Ganesh Katara,Lyrical,2024-03-22
389,Anya Vyas,15,Male,964,Kosha Patel,Popping,2024-03-23
390,Rinkle Panchal,10,Female,995,Karishma Patel,Popping,2024-03-24
391,Aarav Naik,11,Male,807,Abhi Kori,Classical,2024-03-25
392,Jitendra Trivedi,14,Female,990,Vilas More,Urban,2024-03-26
393,Dev Gandhi,9,Male,817,Vilas More,Bollywood,2024-03-27
394,Rinkle Pandya,6,Male,957,Avinash Kori,Krump,2024-03-28
395,Dev Mehta,8,Male,900,Kosha Patel,Classical,2024-03-29
396,Manish Dave,10,Female,983,Kosha Patel,Classical,2024-03-30
397,Tara Naik,7,Male,861,Ganesh Katara,Urban,2024-03-31
398,Tara Thakkar,5,Female,910,Abhi Kori,Classical,2024-04-01
399,Tara Vyas,11,Male,984,Vilas More,Classical,2024-04-02
400,Rahil Shah,14,Male,814,Kosha Patel,Bollywood,2024-04-03
401,Mihir Shah,7,Female,814,Abhi Kori,Lyrical,2024-04-04
402,Aditi Gohil,5,Male,964,Kosha Patel,Urban,2024-04-05
403,Dev Gohil,9,Female,969,Ganesh Katara,Robotics,2024-04-06
404,Rahil Thakkar,7,Female,884,Ganesh Katara,Locking,2024-04-07
405,Pravin Joshi,10,Male,910,Ganesh Katara,Robotics,2024-04-08
406,Kavita Gandhi,6,Male,920,Kosha Patel,Hip-Hop,2024-04-09
407,Kavita Shah,11,Female,913,Ganesh Katara,Popping,2024-04-10
408,Ishita Vyas,10,Female,919,Vilas More,Hip-Hop,2024-04-11
409,Dhruv Parekh,11,Female,851,Vilas More,Popping,2024-04-12
410,Jitendra Joshi,17,Female,969,Abhi Kori,Classical,2024-04-13
411,Jitendra Panchal,5,Female,876,Ganesh Katara,Contemporary,2024-04-14
412,Aarav Thakkar,10,Male,806,Karishma Patel,Hip-Hop,2024-04-15
413,Shilpa Pandya,17,Male,888,Vilas More,Hip-Hop,2024-04-16
414,Parth Solanki,14,Male,997,Karishma Patel,Popping,2024-04-17
415,Nidhi Trivedi,6,Male,855,Avinash Kori,Bollywood,2024-04-18
416,Jitendra Shah,10,Male,806,Abhi Kori,Contemporary,2024-04-19
417,Mayur Gandhi,13,Male,905,Karishma Patel,Urban,2024-04-20
418,Hemal Solanki,10,Male,956,Karishma Patel,Classical,2024-04-21
419,Ketan Bhatt,11,Male,841,Kosha Patel,Robotics,2024-04-22
420,Aditi Acharya,17,Female,907,Abhi Kori,Hip-Hop,2024-04-23
421,Darshan Mehta,16,Male,879,Vilas More,Funk,2024-04-24
422,Nidhi Dave,11,Male,897,Karishma Patel,Contemporary,2024-04-25
423,Aditi Panchal,17,Male,908,Kosha Patel,Bollywood,2024-04-26
424,Krishna Bhatt,15,Male,888,Avinash Kori,Funk,2024-04-27
425,Harsh Solanki,11,Male,809,Kosha Patel,Robotics,2024-04-28
426,Kavita Panchal,8,Male,876,Kosha Patel,Hip-Hop,2024-04-29
427,Krishna Parekh,11,Male,973,Abhi Kori,Bollywood,2024-04-30
428,Jitendra Chawda,16,Male,838,Kosha Patel,Popping,2024-05-01
429,Riya Bhatt,7,Male,926,Ganesh Katara,Classical,2024-05-02
430,Shilpa Parekh,7,Male,839,Vilas More,Locking,2024-05-03
431,Ketan Desai,16,Male,951,Ganesh Katara,Krump,2024-05-04
432,Aditi Bhatt,17,Male,964,Abhi Kori,Locking,2024-05-05
433,Jitendra Trivedi,14,Female,879,Abhi Kori,Locking,2024-05-06
434,Mihir Joshi,12,Male,838,Vilas More,Hip-Hop,2024-05-07
435,Kiran Parekh,15,Female,870,Karishma Patel,Lyrical,2024-05-08
436,Anya Parekh,7,Male,860,Abhi Kori,Urban,2024-05-09
437,Ishita Parekh,10,Female,897,Kosha Patel,Classical,2024-05-10
438,Mayur Bhatt,5,Female,838,Ganesh Katara,Contemporary,2024-05-11
439,Ishita Mehta,5,Male,801,Avinash Kori,Freestyle,2024-05-12
440,Mayur Thakkar,16,Male,829,Vilas More,Urban,2024-05-13
441,Manish Gohil,12,Female,868,Kosha Patel,Funk,2024-05-14
442,Mayur Naik,17,Female,893,Vilas More,Funk,2024-05-15
443,Aditi Bhatt,16,Female,957,Ganesh Katara,Wacking,2024-05-16
444,Pravin Patel,10,Male,912,Avinash Kori,Bollywood,2024-05-17
445,Hemal Bhatt,8,Female,860,Ganesh Katara,Classical,2024-05-18
446,Hemal Pandya,14,Female,836,Abhi Kori,Funk,2024-05-19
447,Aarav Dave,8,Female,964,Abhi Kori,Krump,2024-05-20
448,Mihir Gohil,10,Female,1000,Avinash Kori,Freestyle,2024-05-21
449,Nidhi Mehta,14,Male,880,Karishma Patel,Urban,2024-05-22
450,Pravin Desai,11,Female,940,Avinash Kori,Robotics,2024-05-23
451,Dev Bhatt,7,Female,923,Abhi Kori,Urban,2024-05-24
452,Hemal Solanki,9,Female,859,Kosha Patel,Krump,2024-05-25
453,Dhruv Mehta,17,Male,943,Karishma Patel,Bollywood,2024-05-26
454,Vivaan Mehta,13,Male,898,Karishma Patel,Hip-Hop,2024-05-27
455,Dhruv Acharya,17,Female,983,Abhi Kori,Hip-Hop,2024-05-28
456,Mihir Joshi,8,Female,923,Kosha Patel,Robotics,2024-05-29
457,Kavita Dave,14,Female,822,Kosha Patel,Krump,2024-05-30
458,Harsh Joshi,12,Female,874,Ganesh Katara,Hip-Hop,2024-05-31
459,Shilpa Gandhi,8,Male,926,Vilas More,Contemporary,2024-06-01
460,Krishna Gandhi,6,Male,883,Kosha Patel,Freestyle,2024-06-02
461,Aditi Chawda,13,Male,962,Vilas More,Krump,2024-06-03
462,Ketan Vyas,7,Male,954,Abhi Kori,Classical,2024-06-04
463,Rinkle Chawda,11,Male,872,Karishma Patel,Classical,2024-06-05
464,Kiran Joshi,9,Female,997,Avinash Kori,Lyrical,2024-06-06
465,Nidhi Gohil,13,Male,873,Abhi Kori,Wacking,2024-06-07
466,Mayur Pandya,10,Male,950,Karishma Patel,Classical,2024-06-08
467,Aarav Naik,13,Female,865,Kosha Patel,Lyrical,2024-06-09
468,Krishna Mehta,9,Female,801,Vilas More,Robotics,2024-06-10
469,Aarav Vyas,15,Female,950,Abhi Kori,Krump,2024-06-11
470,Aditi Thakkar,8,Female,889,Ganesh Katara,Contemporary,2024-06-12
471,Ketan Desai,11,Male,862,Ganesh Katara,Bollywood,2024-06-13
472,Riya Chawda,7,Male,977,Karishma Patel,Bollywood,2024-06-14
473,Shilpa Panchal,12,Male,983,Karishma Patel,Popping,2024-06-15
474,Krishna Vyas,6,Female,827,Kosha Patel,Funk,2024-06-16
475,Darshan Gohil,5,Female,918,Avinash Kori,Hip-Hop,2024-06-17
476,Jitendra Bhatt,9,Female,823,Abhi Kori,Bollywood,2024-06-18
477,Ishita Mehta,13,Male,871,Ganesh Katara,Classical,2024-06-19
478,Pravin Patel,15,Female,971,Avinash Kori,Hip-Hop,2024-06-20
479,Ishita Dave,6,Male,825,Ganesh Katara,Popping,2024-06-21
480,Shilpa Trivedi,11,Male,831,Avinash Kori,Robotics,2024-06-22
481,Jitendra Trivedi,16,Female,927,Vilas More,Funk,2024-06-23
482,Ishita Pandya,13,Male,999,Kosha Patel,Wacking,2024-06-24
483,Parth Shah,17,Male,959,Abhi Kori,Classical,2024-06-25
484,Krishna Trivedi,8,Male,865,Avinash Kori,Lyrical,2024-06-26
485,Rahil Bhatt,13,Male,897,Karishma Patel,Lyrical,2024-06-27
486,Tara Panchal,11,Female,919,Kosha Patel,Krump,2024-06-28
487,Dhruv Trivedi,15,Female,923,Avinash Kori,Lyrical,2024-06-29
488,Parth Chawda,15,Male,998,Ganesh Katara,Urban,2024-06-30
489,Darshan Dave,8,Male,891,Karishma Patel,Hip-Hop,2024-07-01
490,Manish Thakkar,6,Male,957,Vilas More,Freestyle,2024-07-02
491,Anya Chawda,13,Male,837,Abhi Kori,Popping,2024-07-03
492,Rinkle Gohil,10,Male,898,Abhi Kori,Robotics,2024-07-04
493,Dev Naik,7,Male,948,Avinash Kori,Freestyle,2024-07-05
494,Dhruv Trivedi,8,Male,832,Avinash Kori,Wacking,2024-07-06
495,Shilpa Solanki,12,Male,817,Vilas More,Contemporary,2024-07-07
496,Jitendra Shah,6,Male,883,Vilas More,Locking,2024-07-08
497,Mayur Shah,9,Female,826,Karishma Patel,Contemporary,2024-07-09
498,Dhruv Gohil,9,Female,830,Avinash Kori,Classical,2024-07-10
499,Parth Vyas,8,Male,901,Vilas More,Freestyle,2024-07-11
500,Shilpa Panchal,6,Female,992,Ganesh Katara,Freestyle,2024-07-12
